SHOTN_ISIN,KOR_SECN_NM,ISSUCO_CUSTNO
038790,세양통신,3879
038820,몬덱스코리아,3882
038830,케이엠에스,3883
038930,두리네트워크,3893
038960,현주컴퓨터,6780
038980,이지클럽,3898
039000,써미트테크놀러지,3900
039080,유민이엔씨,3908
039150,라이시스,3915
039190,네오팝(청산간주),3919
039360,와코머스,3936
039450,이프컴,3945
039460,애드라닷컴,3946
039470,해피넷,3947
039510,카맨파크,3951
039550,텔리웨어,6828
039580,피코소프트,6776
039630,넥스텍,3963
039690,새한텔레콤,3969
039750,시리일렉컴,3975
039770,쉐르파,3977
039780,조이인터렉티브,3978
039820,새길정보통신,3982
039930,우신정보기술,3993
039940,유니코스넷,3994
039950,스포츠뱅크코리아,3995
039960,디지탈컨텐츠,6639
039990,코아정보시스템,3999
040030,네트로이십일,6344
040040,씨아이정보기술,6420
040050,아이리스이십일,6343
040060,소프트나라,6349
040080,훈테크,6352
040090,한국미디어통신,6350
040130,엔플렉스,6489
040140,코네드,6354
040150,성언정보통신,6353
040170,디쓰리씨넷,6356
040190,제일테크전자,6358
040230,케이코몰,6362
040250,스피드칩,6364
040360,케이씨에스A,6372
040440,코스모이엔지,6376
040460,사이버타운,6378
040490,로그인코리아,6381
040500,네트라인플러스,6382
040510,쓰리더블류투어,6383
040530,넷티브이코리아,6385
040540,미래테크,6394
040600,컴캐스트,6396
040660,씨플랜트,6400
040720,아담소프트,6405
040730,보광씨엔씨,6404
040750,벨로체피아노,6450
040780,유니씨앤티,6408
040785,유니씨앤티1우,6408
040800,아이비샛,6409
040840,스페이스타임,6411
040880,한국인터넷방송,6416
040920,넥스씨스템,6424
041000,이노버텍,6429
041010,건한시스템,6430
041080,멀티데이타시스템,6434
041090,새한정보기술,6435
041100,트라넷,6437
041110,삼진테크,6438
041150,와이엘데이타시스템,6445
041160,디미코,6447
041170,쓰리에스커뮤니케이션,6446
041180,꼬까방,6448
041200,클릭히어,6451
041220,메디켐스,6453
041225,메디켐스1우,6453
041250,복스텍,6455
041260,엘앤제이,6456
041290,필리아전자,6459
041340,디앤씨테크,6463
041350,하이스포,6464
041360,엔피아시스템즈,6520
041370,삼일환경기술연구소,6465
041380,우주항공산업,6466
041385,우주항공산업1우,6466
041390,소프트프로텍,6467
041400,사이버에듀타운,6468
041420,케이아이파트너스,6470
041530,인텍정보기술,6477
041540,현민시스템,6478
041570,미래바이오,6482
041600,바이스톡,6485
041620,데이콤콜투게더,6487
041660,인터넷비지니스,6495
041670,까치라인,6494
041700,산업정보기술,6504
041720,크린토피아커뮤니케이션,6498
041730,오케이타운,6500
041750,누리데이타시스템,6502
041780,인코인,6508
041820,오세오닷컴,6513
041840,휴쳐인터넷,6514
041850,타미테크,6517
041860,에스브이씨테크놀러지,6518
041870,트론웰,6516
041880,이스턴텔레콤,6515
041890,한통정보통신,6519
041940,한텔,7145
041970,팝콤네트,6521
041990,예인정보,6526
042020,티페이지글로벌,6524
042060,고려정보테크,6529
042070,한국멀티넷,6530
042150,인터넷시큐리티,6533
042170,애드넷,6535
042210,케이엔티그룹,6541
042230,재우,6538
042250,디조콤,6542
042290,하이텍,7306
042390,아세아텔레콤,6553
042400,티앤티월드콤,6554
042410,이웹코리아,6555
042430,엘베테크놀로지,6556
042440,유니콘,6557
042450,보람씨앤씨,6558
042470,심스밸리,6774
042540,넷티스네트,6564
042550,티니텔,6561
042560,이머니,6565
042570,퓨쳐비젼,6563
042580,투어토탈닷컴,6566
042590,유진사이언스,6567
042610,인터넷프라자시티,6569
042620,뮤리츠,6570
042630,씨노드,6568
042640,허드슨텍,6571
042680,경우아이티,6572
042750,게인,6583
042760,비비아이코리아,6586
042770,에스알이코퍼레이션,6579
042780,명성테크,6578
042790,아미텔레콤,6582
042800,퓨마정보기술,6581
042810,밉스소프트웨어,6580
042900,아이커뮤넷,6590
042920,아이엠스테이션,6596
042960,창민테크,6787
042970,아이솔루션,7260
042980,위듀넷,6599
042990,코비드,6600
043050,네티움,6604
043060,윈투글로벌,6603
043070,이티즌,6602
043080,비더블유텍,6607
043160,자유기술,6625
043180,한스글로벌,6628
043230,한국인터넷정보통신,6617
043250,코파네트,6619
043270,렌탈브레인,6621
043280,아이인터넷,6622
043320,에이디티,6891
043390,유니버셜소프트정보통신,6635
043410,인테크디지털,6637
043440,에오싸이버,6642
043450,바우월드,6641
043480,에이티이십일,6646
043490,아파치커뮤니케이션,6647
043520,한통멀티미디어,6656
043530,인터뱅크,6653
043550,컴슨통신,6655
043560,옵티위즈,6659
043570,한국마이크로웨이브,6650
043600,에스엘시스템즈,6657
043620,테크노캐피탈,6660
043690,테크메이트,6672
043730,지트콤,6667
043750,유니엔텍,6669
043800,이매진,6674
043820,씨엔지티비닷컴,6670
043850,골드인터넷,6689
043860,오케이캐스트,6688
043920,포롬디지탈,6687
043970,와쏘텔레콤,6680
043980,아진비젼,6679
044000,프로스톡,6677
044040,두솔정보기술,6695
044080,인트빔,6697
044090,영진하이테크,6699
044120,동부에스티,6706
044140,우정벤쳐시스템,6704
044150,인터존21,6705
044160,경창정공,7031
044230,엠씨앤,6712
044260,동양엔터프라이즈,6711
044270,토미스정보통신,6714
044280,에테크시스템,6716
044290,게이트아이닷컴,6718
044300,한국정보중개,6719
044330,스톡캐스터,6710
044350,지존인터미디어,6726
044360,유니온디지탈,6725
044390,북토피아,9900
044395,북토피아1우,9900
044420,컬쳐구공일코퍼레,6730
044500,로코스텍,6742
044530,유로써키트,6740
044540,인터넷제국,6735
044570,이트러스트,6736
044600,코윈,6748
044620,태홍,6744
044670,투비시스템즈,6754
044680,톱파이브,6757
044690,에스지아이,6756
044700,이지엠닷컴,6755
044710,윈텍코리아,6753
044720,시데코,6752
044760,다우시스템,6758
044790,리엔텍,6760
044800,바이오소프트,6759
044900,매니푸니,6763
044910,와이드링크,6766
044930,소프트뱅크미디어,6769
044940,장보고,6768
044970,하나텔,6773
045000,나음정보기술,6775
045010,알티즌,6783
045030,넷큐빅,6786
045040,씨큐텍,6785
045070,미래에셋드림파이오니어이호벤처펀드,6790
045150,다솔정보통신,6803
045160,세계무역센터인포텍,6807
045180,워너컴,6799
045190,현대야광안전경계석,6806
045200,유니컨설팅,6796
045210,바이빌,6795
045220,베이시스텍,6794
045230,오라이언시스워크,6793
045240,뉴씨앤씨,6792
045270,세한아그텍,6811
045280,마이다스스페셜안정형펀드,6810
045360,액티즌닷컴,6819
045400,이롬텍,6826
045410,지트,6827
045420,인터넷스트리트,6829
045430,디지털웨이,6830
045450,카데코,6824
045480,현영씨스템즈,6839
045490,이베레떼,6838
045500,네트라인,6837
045540,소너스텔레콤,6841
045560,으뜸정보통신,6847
045570,지스,6846
045590,스피드코리아,6844
045600,틴스테이지닷컴,6843
045670,맥스미디어코리아,6858
045680,파진바이오,6857
045780,아이야닷컴,6870
045810,하이월드,6865
045840,민텔,6868
045850,미래이넷,6869
045900,케이씨씨컴퓨터통신,6875
045910,성일컴퓨텍,6876
045920,화림모드,3966
045925,화림모드1우,3966
045940,컴네트,6871
045950,네오아트텍,6878
046000,모디아,7039
046010,에이링크,6953
046030,봉정캔텍,6879
046040,네오텍,6881
046150,네오옥션테크놀로지,6896
046180,사람앤컴,6893
046220,에이엘인더스트리,6903
046230,굿윌씨앤아이,6904
046330,에스디아이티,6909
046340,탑헤드,6911
046360,인투컴,6910
046410,디지털월드(보.예),6920
046420,디티에스정보통신,6921
046490,우주정보통신,7165
046500,인터넷티브이에쓰오씨,6930
046530,배틀탑,6933
046550,텔레스타,3940
046570,보보텍,5160
046620,썬하이브리드,3958
046650,에스티에스,3973
046660,비즈넷테크,3002
046690,에이프로시스템,6936
046730,에스에이텍,6948
046750,오토람스,6947
046790,티비넷커뮤니케이션즈,6942
046810,코리언일랙트로닉스파워소스,6939
046870,근화씨엔씨,11087
046920,조이포유,6952
046950,언아더월드,3645
046980,예스,3646
046990,금아시스템,6956
047000,스톡씨닷컴,6955
047010,프로지온,6957
047030,아이커머스코리아,7141
047090,애드게이터컴,7168
047100,세지전자,7245
047110,에스큐엔지니어링,6964
047120,현서정보통신,6963
047300,크로마텍,6971
047330,엔티비,6970
047340,명화엔지니어링,6969
047350,넷필드,6967
047420,레이더스컴퍼니,7025
047430,코리아온라인,6977
047480,이비즈컴,6990
047490,골드쇼핑네트워크,6988
047500,모닉스,6982
047510,폴리네트정보기술,6983
047520,하이퍼정보시스템,6984
047550,아이웍스,6979
047610,월드텔레콤,7001
047630,씨아이브레인,6994
047640,제이티전자산업장애인자립장,6995
047660,골든죤,6997
047670,이지모아닷컴,6998
047680,북마크,6999
047790,플러스원아이앤티,4793
047840,넥스트링크,4538
047860,지.알코리아,7013
047880,영벤처커뮤니티,7015
047910,코스테코,7019
047930,인테크전자,7021
047970,제니스라이프,7023
047990,예스캠프닷컴,7026
048010,에스아이테코,7027
048020,디지탈로직,7029
048050,마이플랜,7034
048060,이앤씨정보기술,7035
048100,CSD정보통신,7040
048130,에스피코프,7601
048150,모닷텔,8091
048170,대정아이앤씨,7042
048230,포윈정보기술,7047
048240,바다소프트,7046
048250,진경씨엔에스,7045
048270,포넷,3065
048340,뉴콤씨스템,7060
048350,셀레콤,7061
048370,지아이에스소프트,7058
048380,조선인터넷,7059
048390,제일환경기술,7062
048480,코인텍,7066
048485,코인텍1우,7066
048560,게임아이,7074
048570,네추라바이오캠,7076
048600,재밍일렉트로닉스,7075
048630,금강애드시스템,7086
048650,한통정보시스템,7089
048730,에스에스반도체장비,7093
048750,데이타웨이엔지니어링,7095
048820,미디어서브,7102
048880,아이엠에스시스템,7107
048920,사이버게이트기술,7111
048930,위스텍,7110
048940,다린테크,7109
048950,소빅창업투자,7112
048980,금영애드컴,7114
048990,KAT시스템,7113
049020,슈퍼넷,7118
049090,캐스트뱅크,7121
049140,성진테크,7125
049190,미토스,4730
049210,코파,7137
049220,데일리시큐어,7133
049240,지메이트,7134
049250,피알티코리아,7136
049270,라임정보통신,7132
049330,투어코리아,7140
049400,싸이언스테크노,7151
049420,타운넷,7148
049440,에임시스템,8147
049490,팍스브이알,7152
049510,스포츠컴,7155
049540,샘넷,7160
049570,리얼커뮤니케이션,7169
049580,에스.아이.이.티,7167
049600,수에즈,7164
049700,나노모션테크놀러지,7172
049750,유닉스라바,7180
049760,메디써비스,7179
049790,소프트윈,7204
049810,신성정보기술,7183
049820,엠지비엔도스코피,7182
049840,서홍엔지니어링건축사사무소,7184
049880,유니옵틱스,7195
049890,나래시큐리티,7196
049900,대명인포테크,7194
049910,인바인,7190
049930,핸디콤코리아,7192
050040,브이캐시,7205
050070,애드버츄얼,7202
050140,프리컴시스템,7212
050150,미래에너지산업,7216
050180,유리아,7222
050200,무림전자통신,7223
050210,우노일렉트론,7224
050220,에스제이테크,7218
050280,유엘텍,7228
050290,신광전자,7273
050330,에너필드,7239
050340,아이센텍,7241
050390,펄테크,7238
050400,신원정보기술,7350
050500,밀레정보통신,7251
050510,와와컴,7250
050520,한국지열씨스템,7249
050530,모벤스,7248
050740,네오닷컴,7265
050770,한울텔레콤,7264
050790,미래와환경,7266
050830,기가링크,7379
050840,프라임포텍,7274
050870,월드이벤트티브이,5740
051030,파이낸스그룹텐,7283
051050,건일화학,7287
051120,한국인터넷통신,7293
051140,베리텍,7295
051150,아이비알,7296
051290,브라콤,7308
051450,해마컴,7325
051530,굿이엠지,7419
051610,씨엔디,7348
051620,인터소프트폰,7349
051700,현우맥플러스,7357
051740,다반테크,7402
051760,한국사이버피아,7368
051790,써지오레,7370
051800,마이다스동아,7371
051870,야키,7401
051880,이메디피아,7400
051970,팻토리닷컴,7406
052030,사이버쓰리스탁닷컴,7416
052040,미스터케이,7415
052160,옵토웨이퍼테크,7392
052170,크로스텍,7391
052280,성은정보,7424
052320,지엔엔터프라이즈,7433
052360,씨솔루션,7436
052370,몬덱스텔레컴,7435
052380,몬덱스네트웍,7434
052390,파이언소프트,7442
052610,바이오오키,7460
052730,아메스,7467
052740,뉴디안,7468
052870,케이비피,7480
052930,메세지베이,7491
052940,이브릿지컴,7486
052950,모모웹,7488
053180,라스이십일,7516
053200,디이시스,7518
053250,엔에스아이,7525
053510,테크노켐,7541
053520,네오맵닷컴,7536
053570,블루텍,5374
053600,소프트파워,8050
053640,텔피온,5001
053760,육삼홈쇼핑,7563
053770,비엘코리아,7560
053780,베스티안파트너스,7564
053790,아모넷,7562
053820,엠앤디정보기술,7567
053830,이미래종합통신,7561
053890,미디어코프,4926
053910,보나비젼,7581
053920,대경비엔티,7580
053940,에이티진,7577
053960,어플라이드엔지니어링,7578
053990,한글로닷컴,7584
054020,GK파워,7583
054080,우주통신,7588
054140,한빛넥스젠,7595
054200,에스지텔레콤,5526
054250,예일바이오텍,5378
054320,휴림인터랙티브,4284
054370,업필,5074
054440,엠텍반도체,5041
054460,아미텔,5072
054470,인사이드텔넷컴,7524
054480,보이스텍,5067
054490,넥솔아이티,5059
054530,신한에스아이티,4506
054550,엔텔테크놀러지,5534
054555,엔텔테크놀러지1우,5534
054560,매직컴,5099
054570,피엔케이텍,5117
054600,지에스안전,5112
054650,뉴젠비아이티,6221
054830,애드오일,5274
054960,에스엘텔레콤,5390
055000,동서정보기술,7605
055030,디고,5714
055150,에스엠전자,5546
055220,싸이버뱅크,5362
055230,아리수미디어,5567
055235,아리수미디어1우,5567
055310,베가정보기술,7602
055810,케이티씨텔레콤,7624
055920,메가엔터프라이즈,5576
055970,에너윈,4512
055990,일레아트,5757
056020,쿨투,5794
056060,세니콘,4680
056120,드림기술,5862
056130,한국궤도공업,5860
